,Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn,IsMajor,WeekDay_type,isMotorcycle
843,2011160A01461,53.578097,-0.108492,Yorkshire and the Humber,Urban,A,1,30,Roundabout,Dry,Fine,No,Daylight,2011-04-24 17:18:00,2011,1,4,24,7,0.721,2,2,11,Roundabout,Mid Junction - on roundabout or on main road,Offside,Other/Not known,998,Petrol,Nissan,Car,Going ahead,Slight,17.0,0,0,0
844,201301BS70637,51.501867,-0.191241,London,Urban,A,4,30,Single carriageway,Dry,Fine,Yes,Daylight,2013-10-27 15:50:00,2013,3,10,27,7,0.66,2,7,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1598,Petrol,Renault,Car,Waiting to go,Slight,16.0,0,0,0
845,201001SX20893,51.608821,-0.277113,London,Urban,A,5,30,Dual carriageway,Dry,Fine,No,Daylight,2010-08-19 13:27:00,2010,2,8,19,4,0.56,2,3,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1390,Petrol,Volkswagen,Car,Going ahead,Slight,13.0,0,1,0
846,2013120122960,54.279810999999995,-0.42950900000000003,Yorkshire and the Humber,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2013-07-22 09:53:00,2013,2,7,22,1,0.412,3,4,20,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,598,Petrol,Yamaha,Motorcycle,Going ahead,Slight,10.0,0,1,1
847,201250GT3I003,50.279984999999996,-4.992234,South West England,Rural,A,4,40,Single carriageway,Dry,Fine,No,Daylight,2012-06-20 09:15:00,2012,1,6,20,3,0.385,2,6,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1992,Heavy oil,Mercedes,Car,Slowing or stopping,Slight,9.0,0,1,0
848,2013471305561,50.819342,-0.13808299999999998,South East England,Urban,A,9,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-10-19 00:45:00,2013,3,10,19,6,0.031,1,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1995,Heavy oil,BMW,Taxi,Going ahead,Fatal_Serious,1.0,1,0,0
849,2011170M10731,54.568158999999994,-1.238679,North East England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-04-09 02:53:00,2011,1,4,9,6,0.12,2,1,4,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,1896,Heavy oil,Skoda,Taxi,Going ahead,Slight,3.0,0,0,0
850,2010130004770,53.79661899999999,-1.555144,Yorkshire and the Humber,Urban,Unclassified,3,40,Dual carriageway,Dry,Fine,No,Daylight,2010-06-29 16:30:00,2010,2,6,29,2,0.688,2,6,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Commuting to/from work,698,Petrol,Other,Car,Moving off,Slight,17.0,0,1,0
851,201042I330810,51.550458,0.617323,East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-08 10:11:00,2010,3,10,8,5,0.424,3,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1560,Heavy oil,Citroen,Car,Waiting to go,Slight,10.0,0,1,0
852,2012072174807,53.374492000000004,-2.5674069999999998,North West England,Urban,B,10,30,Single carriageway,Dry,Fine,No,Daylight,2012-06-25 02:38:00,2012,2,6,25,1,0.11,3,5,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1896,Heavy oil,Audi,Car,Waiting to go,Slight,3.0,0,1,0
853,2011400B00038,52.027787,-0.612646,East England,Rural,A,9,60,Single carriageway,Wet or damp,Fine,No,Daylight,2011-01-05 08:23:00,2011,4,1,5,3,0.349,2,3,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1461,Heavy oil,Renault,Car,U-turn,Fatal_Serious,8.0,1,1,0
854,2013471304057,50.899901,-0.665721,South East England,Rural,A,6,60,Single carriageway,Dry,Fine,No,Daylight,2013-08-05 09:24:00,2013,2,8,5,1,0.392,2,8,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1299,Petrol,Ford,Car,Going ahead,Slight,9.0,0,1,0
855,2014300010220,53.138385,-1.786054,East Midlands,Rural,Unclassified,6,60,Single carriageway,Dry,Fine,No,Darkness - no lights,2014-11-04 23:35:00,2014,3,11,4,2,0.983,1,5,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1998,Heavy oil,Ford,Car,Going ahead,Slight,0.0,0,1,0
856,201401ZD30164,51.399848999999996,-0.103402,London,Urban,C,5,30,Single carriageway,Wet or damp,Raining,No,Daylight,2014-03-03 14:30:00,2014,4,3,3,1,0.604,2,4,4,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1997,Petrol,Honda,Car,Going ahead,Slight,14.0,0,1,0
857,201050JO2L005,50.722884,-3.909729,South West England,Rural,Unclassified,7,30,Single carriageway,Wet or damp,Fine,No,Daylight,2010-05-06 15:45:00,2010,1,5,6,4,0.656,1,7,10,Other junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1124,Petrol,Peugeot,Car,Slowing or stopping,Slight,16.0,0,1,0
858,201342I301910,52.011163,0.238868,East England,Urban,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2013-10-06 16:54:00,2013,3,10,6,7,0.704,2,2,22,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,124,Petrol,Honda,Motorcycle,Turning right,Fatal_Serious,17.0,1,0,1
859,20132130X0050,52.771361,-2.061985,Wast Midlands,Rural,A,8,40,Single carriageway,Dry,Fine,No,Darkness - lights,2013-12-20 18:10:00,2013,3,12,20,5,0.757,3,1,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1242,Petrol,Ford,Car,Waiting to go,Slight,18.0,0,1,0
860,201301LX50269,51.45924,-0.11692000000000001,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-20 12:30:00,2013,1,4,20,6,0.521,2,3,10,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1796,Petrol,Mercedes,Car,Waiting to go,Slight,13.0,0,0,0
861,201204AL12069,53.855399,-2.970911,North West England,Urban,A,9,40,Single carriageway,Dry,Fine,No,Daylight,2012-05-15 16:54:00,2012,1,5,15,2,0.704,3,7,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1988,Heavy oil,Other,Car,Slowing or stopping,Slight,17.0,0,1,0
862,2010460186061,51.270518,0.5296890000000001,South East England,Urban,C,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-04-23 13:45:00,2010,1,4,23,5,0.573,1,2,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Commuting to/from work,1299,Petrol,Ford,Car,Slowing or stopping,Slight,14.0,0,1,0
863,2012521203586,51.407181,-2.564853,South West England,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-31 09:44:00,2012,1,5,31,4,0.406,2,4,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1560,Heavy oil,Ford,Car,Going ahead,Slight,10.0,0,1,0
864,201320J008083,52.460892,-2.103141,Wast Midlands,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-08-12 20:57:00,2013,2,8,12,1,0.873,2,4,8,Private drive or entrance,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1124,Petrol,Peugeot,Car,Turning right,Fatal_Serious,21.0,1,1,0
865,201205DD06328,53.484667,-2.7727630000000003,North West England,Rural,A,3,60,Dual carriageway,Dry,Fine,No,Daylight,2012-12-07 14:30:00,2012,3,12,7,5,0.604,2,6,1,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,998,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,14.0,1,1,0
866,2014160D07961,53.778625,-0.365329,Yorkshire and the Humber,Urban,Unclassified,1,30,Roundabout,Wet or damp,Fine,No,Daylight,2014-09-25 09:25:00,2014,3,9,25,4,0.392,2,3,2,Roundabout,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,124,Petrol,Yamaha,Motorcycle,Going ahead,Slight,9.0,0,1,1
867,201006M029486,53.44576800000001,-2.3126849999999997,North West England,Urban,A,5,30,Dual carriageway,Dry,Other,No,Daylight,2010-03-24 11:20:00,2010,1,3,24,3,0.472,2,7,1,Private drive or entrance,Entering main road,Front,Other/Not known,1149,Petrol,Renault,Car,Turning right,Slight,11.0,0,1,0
868,201250BB2F003,50.492743,-4.691376,South West England,Rural,A,5,70,Dual carriageway,Wet or damp,Raining,No,Daylight,2012-05-14 07:55:00,2012,1,5,14,1,0.33,2,4,18,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Commuting to/from work,1120,Petrol,Rover,Car,Going ahead,Slight,8.0,0,1,0
869,201443N043104,51.587773999999996,-0.533475,South East England,Rural,Motorway,3,70,Dual carriageway,Dry,Fine,No,Daylight,2014-10-02 17:10:00,2014,3,10,2,4,0.715,2,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,2231,Heavy oil,Toyota,Car,Slowing or stopping,Slight,17.0,0,1,0
870,201201XH30097,51.518522999999995,-0.456946,London,Urban,A,3,30,Roundabout,Wet or damp,Fine,No,Daylight,2012-02-14 09:45:00,2012,4,2,14,2,0.406,2,3,8,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Turning right,Slight,10.0,0,1,1
871,201006Q038596,53.547838,-2.0060029999999998,North West England,Rural,A,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-11-06 17:40:00,2010,3,11,6,6,0.736,2,1,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1796,Petrol,Vauxhall,Car,Going ahead,Slight,18.0,0,0,0
872,2011471105382,50.795388,-0.020985,South East England,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2011-08-31 17:17:00,2011,2,8,31,3,0.72,4,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1242,Petrol,Fiat,Car,Waiting to go,Slight,17.0,0,1,0
873,2014320060113,52.771506,0.179801,East Midlands,Rural,C,3,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2014-12-02 17:45:00,2014,3,12,2,2,0.74,2,5,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1870,Heavy oil,Renault,Car,Waiting to go,Slight,18.0,0,1,0
874,201201KF60525,51.541748999999996,0.062139,London,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2012-09-05 17:15:00,2012,2,9,5,3,0.719,2,3,8,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1753,Heavy oil,Ford,Car,Parked,Slight,17.0,0,1,0
875,2012521204036,51.423074,-2.826235,South West England,Rural,Unclassified,8,60,Single carriageway,Wet or damp,Raining,No,Daylight,2012-06-21 15:52:00,2012,2,6,21,4,0.661,1,1,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1242,Petrol,Fiat,Car,Going ahead,Slight,16.0,0,1,0
876,2013130342791,53.779943,-1.521707,Yorkshire and the Humber,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-19 07:00:00,2013,2,8,19,1,0.292,2,2,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1388,Petrol,Ford,Car,Going ahead,Slight,7.0,0,1,0
877,2011350280311,52.55692,-0.123957,East England,Urban,A,6,30,Roundabout,Dry,Fine,No,Daylight,2011-02-11 15:33:00,2011,4,2,11,5,0.648,2,4,5,Roundabout,Leaving roundabout,Front,Other/Not known,1999,Petrol,Mazda,Car,Turning left,Slight,16.0,0,1,0
878,201443P392104,51.582332,-1.533308,South East England,Rural,B,7,60,Single carriageway,Dry,Fine,No,Daylight,2014-10-10 13:25:00,2014,3,10,10,5,0.559,2,6,14,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1997,Heavy oil,Citroen,Car,Going ahead,Slight,13.0,0,1,0
879,2012160C03921,53.772684999999996,-0.527093,Yorkshire and the Humber,Rural,Unclassified,5,60,Single carriageway,Dry,Fine,No,Daylight,2012-07-18 14:55:00,2012,2,7,18,3,0.622,1,2,29,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,124,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,15.0,1,1,1
880,201201TA00049,51.636452,-0.081551,London,Urban,B,7,30,Single carriageway,Dry,Fine,No,Daylight,2012-01-30 07:55:00,2012,4,1,30,1,0.33,1,2,7,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,995,Petrol,Other,Car,Going ahead,Fatal_Serious,8.0,1,1,0
881,201201LX50858,51.416624,-0.140101,London,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2012-10-11 15:40:00,2012,3,10,11,4,0.653,2,4,5,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1995,Heavy oil,BMW,Taxi,Slowing or stopping,Slight,16.0,0,1,0
882,2013521301027,51.349606,-2.967648,South West England,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2013-02-03 20:20:00,2013,4,2,3,7,0.847,3,2,12,Crossroads,Entering main road,Front,Other/Not known,1360,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,20.0,1,0,0
883,201406Q085981,53.556951,-2.132507,North West England,Urban,A,4,40,Single carriageway,Dry,Fine,No,Daylight,2014-04-27 13:55:00,2014,1,4,27,7,0.58,2,5,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,955,Petrol,Other,Motorcycle,Going ahead,Slight,14.0,0,0,1
884,201201ZD30739,51.337936,-0.11758800000000001,London,Urban,A,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-09-22 18:39:00,2012,3,9,22,6,0.777,2,6,10,More than 4 arms (not roundabout),Mid Junction - on roundabout or on main road,Back,Journey as part of work,1587,Petrol,Peugeot,Taxi,Turning right,Fatal_Serious,19.0,1,0,0
885,201001LX51184,51.462153,-0.091318,London,Urban,A,3,30,Single carriageway,Wet or damp,Fine,No,Daylight,2010-12-26 12:20:00,2010,4,12,26,7,0.514,2,2,6,T or staggered junction,Cleared junction or waiting/parked at junction exit,Nearside,Other/Not known,2979,Petrol,BMW,Car,Going ahead,Slight,12.0,0,0,0
886,2012232517612,52.518275,-1.742891,Wast Midlands,Rural,B,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2012-02-18 12:30:00,2012,4,2,18,6,0.521,1,4,7,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1997,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,13.0,1,0,0
887,201306E081856,53.419466,-2.2607310000000003,North West England,Urban,A,8,40,Dual carriageway,Dry,Fine,No,Daylight,2013-12-21 13:50:00,2013,4,12,21,6,0.576,3,1,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1399,Heavy oil,Citroen,Car,Waiting to go,Slight,14.0,0,0,0
888,2013160B05261,53.598704000000005,-0.650981,Yorkshire and the Humber,Urban,C,5,30,Roundabout,Dry,Fine,No,Daylight,2013-12-13 09:00:00,2013,3,12,13,5,0.375,2,2,5,Roundabout,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,1328,Petrol,Suzuki,Car,Turning right,Slight,9.0,0,1,0
889,2013450008261,51.399219,-0.384815,South East England,Urban,B,4,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-14 08:10:00,2013,2,8,14,3,0.34,2,3,10,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,1396,Petrol,Rover,Car,Going ahead,Slight,8.0,0,1,0
890,201101PL60236,51.452011999999996,-0.016753,London,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-18 16:14:00,2011,1,4,18,1,0.676,2,4,9,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,996,Petrol,Honda,Motorcycle,Going ahead,Slight,16.0,0,1,1
891,201401MM70086,51.499163,-0.099858,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-02-17 17:58:00,2014,4,2,17,1,0.749,2,3,3,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,999,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,18.0,1,1,1
892,201101EO40591,51.546528,-0.087212,London,Urban,A,4,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-10-13 23:14:00,2011,3,10,13,4,0.968,2,5,9,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1798,Heavy oil,Ford,Car,Going ahead,Slight,23.0,0,1,0
893,201114C128611,53.35566800000001,-1.212378,Yorkshire and the Humber,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2011-11-04 17:15:00,2011,3,11,4,5,0.719,2,2,9,Other junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Turning right,Fatal_Serious,17.0,1,1,0
894,201220K004172,52.508764,-1.992305,Wast Midlands,Urban,A,1,40,Dual carriageway,Dry,Fine,No,Darkness - lights,2012-03-16 21:40:00,2012,4,3,16,5,0.903,2,3,8,T or staggered junction,Entering from slip road,Back,Journey as part of work,1997,Heavy oil,Peugeot,Taxi,Waiting to go,Slight,22.0,0,1,0
895,201014A081710,53.544573,-1.092216,Yorkshire and the Humber,Urban,C,4,40,Single carriageway,Dry,Fine,No,Daylight,2010-05-25 15:45:00,2010,1,5,25,2,0.656,2,5,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1968,Heavy oil,Volkswagen,Car,Going ahead,Slight,16.0,0,1,0
896,2011440155341,51.075616,-1.328503,South East England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-14 15:00:00,2011,1,4,14,4,0.625,2,3,11,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1299,Petrol,Ford,Car,Moving off,Slight,15.0,0,1,0
897,201211ND14282,54.780466000000004,-1.561346,North East England,Rural,A,8,70,Dual carriageway,Dry,Fine,No,Daylight,2012-06-12 14:45:00,2012,1,6,12,2,0.615,3,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1753,Heavy oil,Ford,Van,Going ahead,Slight,15.0,0,1,0
898,201037G029453,52.048685,1.176873,East England,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2010-06-02 18:00:00,2010,1,6,2,3,0.75,2,1,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,599,Petrol,Other,Motorcycle,Overtaking,Slight,18.0,0,1,1
899,201404EA14274,53.751153,-2.48753,North West England,Urban,A,1,30,Dual carriageway,Wet or damp,Fine,No,Daylight,2014-08-29 18:40:00,2014,2,8,29,5,0.778,2,7,7,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1560,Heavy oil,Peugeot,Car,Going ahead,Slight,19.0,0,1,0
900,201250BW3L004,50.53603,-4.9534400000000005,South West England,Rural,Unclassified,4,60,Single carriageway,Wet or damp,Raining,No,Daylight,2012-04-03 16:17:00,2012,1,4,3,2,0.678,2,6,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1587,Petrol,Peugeot,Car,Going ahead,Slight,16.0,0,1,0
901,201342I166506,51.713066999999995,0.870049,East England,Rural,B,4,60,Single carriageway,Dry,Fine,No,Daylight,2013-06-16 10:15:00,2013,1,6,16,7,0.427,1,4,17,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,749,Petrol,Suzuki,Motorcycle,Going ahead,Fatal_Serious,10.0,1,0,1
902,2013230102313,52.178993,-1.446285,Wast Midlands,Rural,Motorway,3,70,Dual carriageway,Dry,Fine,No,Darkness - no lights,2013-10-04 20:45:00,2013,3,10,4,5,0.865,2,4,19,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1331,Petrol,Toyota,Car,Slowing or stopping,Fatal_Serious,21.0,1,1,0
903,201450KO2L011,50.729085,-3.460242,South West England,Rural,A,5,40,Dual carriageway,Dry,Fine,No,Daylight,2014-05-21 10:04:00,2014,1,5,21,3,0.419,2,8,2,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1198,Petrol,Volkswagen,Car,Going ahead,Slight,10.0,0,1,0
904,201342I051102,51.791117,0.636649,East England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-02-21 18:00:00,2013,4,2,21,4,0.75,2,4,2,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1995,Heavy oil,BMW,Car,Turning right,Slight,18.0,0,1,0
905,201001KF60779,51.524021000000005,0.073015,London,Urban,A,1,30,Roundabout,Wet or damp,Fine,No,Darkness - lights,2010-11-28 20:48:00,2010,3,11,28,7,0.867,2,3,4,Roundabout,Leaving roundabout,Offside,Other/Not known,1596,Petrol,Ford,Car,Going ahead,Slight,21.0,0,0,0
